31.0,1.5451034822868845
33.0,1.7204099584707997
34.0,1.693346223344332
35.0,1.405387194887031
36.0,2.132517254757094
37.0,1.8355844145663434
39.0,1.8225886494871824
41.0,1.779923904963843
42.0,1.581054146639068
43.0,1.4472975678829836
44.0,2.000573056090809
45.0,2.023548417890337
46.0,1.3523763836195672
47.0,2.5559561872088343
48.0,2.089160436016435
51.0,1.8129586002139852
52.0,2.173217060033966
53.0,2.0174249611013755
54.0,2.0273382067747168
55.0,1.8500123510439122
56.0,2.2957850850208756
57.0,1.9129110436800671
58.0,3.0359774930012575
59.0,2.538851078106815
60.0,2.2773240094753
61.0,1.4086367414588314
62.0,1.5976040309155162
63.0,3.192363876886371
64.0,1.5688258966562458
65.0,3.0926249055063044
66.0,3.7830297354933995
67.0,2.2640535758729707
68.0,1.5212316276627356
69.0,2.1085659097153355
70.0,1.5442248527099416
