31.0,1.5451034822868845
33.0,1.542134161525603
34.0,1.4520650332150902
35.0,1.5204761956143833
36.0,1.276425671513214
37.0,1.4645410021848135
39.0,1.5086122821628403
41.0,2.0315788886802113
42.0,1.3461917451108485
43.0,1.4782528452500254
44.0,2.663720104976211
45.0,1.3920705601529126
46.0,1.1572061029067346
47.0,1.8904307333149588
48.0,1.5323216681765361
51.0,1.5843084206694535
52.0,1.9661458574784878
53.0,1.98041518121868
54.0,2.0273382067747168
55.0,1.6763951804559205
56.0,1.6843264788088301
57.0,1.4091697106019776
58.0,1.5755841648287734
59.0,2.0119159060782508
60.0,2.0209314258049735
61.0,1.5045245774269136
62.0,1.3557481054059384
63.0,2.8948165110509265
64.0,1.4434901016671748
65.0,2.0511425959730403
66.0,2.6176574080956203
67.0,1.8853408240937801
68.0,1.549888986051275
69.0,1.4641565070873794
70.0,1.6089474908710044
